country,region,happiness_rank,happiness_score,standard_error,economy_(gdp_per_capita),family,health_(life_expectancy),freedom,trust_(government_corruption),generosity,dystopia_residual,year,lower_confidence_interval,upper_confidence_interval,happiness.rank,happiness.score,whisker.high,whisker.low,economy..gdp.per.capita.,health..life.expectancy.,trust..government.corruption.,dystopia.residual,happiness_to_gdp_ratio
Luxembourg,Western Europe,20.0,6.871,0.04788474683544304,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11055,2016,6.804,6.938,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.047669541448702
Mexico,Latin America and Caribbean,21.0,6.778,0.04788474683544304,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.55906,2016,6.68,6.876,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.078487642142267
Singapore,Southeastern Asia,22.0,6.739,0.04788474683544304,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375,2016,6.674,6.804,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.095287289963841
United Kingdom,Western Europe,23.0,6.725,0.04788474683544304,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999,2016,6.647,6.803,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.793880940669931
Chile,Latin America and Caribbean,24.0,6.705,0.04788474683544304,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2.95505,2016,6.615,6.795,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.510807923070601
Panama,Latin America and Caribbean,25.0,6.701,0.04788474683544304,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559,2016,6.601,6.801,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.664125234561222
Argentina,Latin America and Caribbean,26.0,6.65,0.04788474683544304,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985,2016,6.56,6.74,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.775728045719448
Czech Republic,Central and Eastern Europe,27.0,6.596,0.04788474683544304,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,2016,6.515,6.677,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.038383684069816
United Arab Emirates,Middle East and Northern Africa,28.0,6.573,0.04788474683544304,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507,2016,6.494,6.652,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.177258630331995
Uruguay,Latin America and Caribbean,29.0,6.545,0.04788474683544304,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139,2016,6.456,6.634,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.53924016351126
Malta,Western Europe,30.0,6.488,0.04788474683544304,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,2016,6.409,6.567,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.9609273447416316
Colombia,Latin America and Caribbean,31.0,6.481,0.04788474683544304,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,2016,6.384,6.578,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.290278748350028
France,Western Europe,32.0,6.478,0.04788474683544304,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,2016,6.397,6.559,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.644127093370039
Thailand,Southeastern Asia,33.0,6.474,0.04788474683544304,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,2016,6.396,6.552,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.943266317818783
Saudi Arabia,Middle East and Northern Africa,34.0,6.379,0.04788474683544304,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,2016,6.287,6.471,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.282558927983994
Taiwan,Eastern Asia,34.0,6.379,0.04788474683544304,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523,2016,6.305,6.453,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.5652656213098215
Qatar,Middle East and Northern Africa,36.0,6.375,0.04788474683544304,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.58224,2016,6.178,6.572,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,3.49454850433324
Spain,Western Europe,37.0,6.361,0.04788474683544304,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663,2016,6.288,6.434,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.738069167914311
Algeria,Middle East and Northern Africa,38.0,6.355,0.04788474683544304,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,2016,6.227,6.483,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.037086998651037
Guatemala,Latin America and Caribbean,39.0,6.324,0.04788474683544304,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863,2016,6.213,6.435,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.577827306060824
Suriname,Latin America and Caribbean,40.0,6.269,0.04788474683544304,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852,2016,6.073,6.465,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.715405794723119
Kuwait,Middle East and Northern Africa,41.0,6.239,0.04788474683544304,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,2016,6.154,6.324,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,3.858045685593084
Bahrain,Middle East and Northern Africa,42.0,6.218,0.04788474683544304,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,2016,6.128,6.308,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.317335999555629
Trinidad and Tobago,Latin America and Caribbean,43.0,6.168,0.04788474683544304,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394,2016,5.95,6.386,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.6525661527321
Venezuela,Latin America and Caribbean,44.0,6.084,0.04788474683544304,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2.97468,2016,5.973,6.195,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.366641086030326
Slovakia,Central and Eastern Europe,45.0,6.078,0.04788474683544304,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,2016,5.996,6.16,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.749439334859697
El Salvador,Latin America and Caribbean,46.0,6.068,0.04788474683544304,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,2016,5.967,6.169,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.94517568959597
Malaysia,Southeastern Asia,47.0,6.005,0.04788474683544304,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,2016,5.921,6.089,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.798548848508095
Nicaragua,Latin America and Caribbean,48.0,5.992,0.04788474683544304,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428,2016,5.877,6.107,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.635996771589992
Uzbekistan,Central and Eastern Europe,49.0,5.987,0.04788474683544304,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,2016,5.896,6.078,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.135505700425325
Italy,Western Europe,50.0,5.977,0.04788474683544304,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,2016,5.898,6.056,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.411232886822392
Ecuador,Latin America and Caribbean,51.0,5.976,0.04788474683544304,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,2016,5.88,6.072,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.141450681355723
Belize,Latin America and Caribbean,52.0,5.956,0.04788474683544304,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,2016,5.71,6.202,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.797845142439737
Japan,Eastern Asia,53.0,5.921,0.04788474683544304,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,2016,5.85,5.992,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.2903620830827425
Kazakhstan,Central and Eastern Europe,54.0,5.919,0.04788474683544304,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,2016,5.837,6.001,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.814426197506161
Moldova,Central and Eastern Europe,55.0,5.897,0.04788474683544304,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,2016,5.823,5.971,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.524509591338163
Russia,Central and Eastern Europe,56.0,5.856,0.04788474683544304,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,2016,5.789,5.923,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.752166715356899
Poland,Central and Eastern Europe,57.0,5.835,0.04788474683544304,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,2016,5.749,5.921,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.68354938395473
South Korea,Eastern Asia,57.0,5.835,0.04788474683544304,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,2016,5.747,5.923,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.292082266749051
Bolivia,Latin America and Caribbean,59.0,5.822,0.04788474683544304,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,2016,5.74,5.904,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.330462592228853
Lithuania,Central and Eastern Europe,60.0,5.813,0.04788474683544304,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,2016,5.734,5.892,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.580050425464859
Belarus,Central and Eastern Europe,61.0,5.802,0.04788474683544304,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,2016,5.723,5.881,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.131697652615379
North Cyprus,Western Europe,62.0,5.771,0.04788474683544304,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447,2016,5.67,5.872,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.400606980273142
Slovenia,Central and Eastern Europe,63.0,5.768,0.04788474683544304,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,2016,5.683,5.853,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.4387327141065205
Peru,Latin America and Caribbean,64.0,5.743,0.04788474683544304,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117,2016,5.647,5.839,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.765948474930222
Turkmenistan,Central and Eastern Europe,65.0,5.658,0.04788474683544304,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489,2016,5.58,5.736,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.238064378755196
Mauritius,Sub-Saharan Africa,66.0,5.648,0.04788474683544304,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223,2016,5.507,5.789,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.938271604938271
Libya,Middle East and Northern Africa,67.0,5.615,0.04788474683544304,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,2016,5.406,5.824,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.263009898020396
Latvia,Central and Eastern Europe,68.0,5.56,0.04788474683544304,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,2016,5.486,5.634,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.5653102111866515
Cyprus,Western Europe,69.0,5.546,0.04788474683544304,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,2016,5.442,5.65,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.206071729221809
Paraguay,Latin America and Caribbean,70.0,5.538,0.04788474683544304,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,2016,5.453,5.623,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.1965022993521535
Romania,Central and Eastern Europe,71.0,5.528,0.04788474683544304,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184,2016,5.427,5.629,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.725998119175856
Estonia,Central and Eastern Europe,72.0,5.517,0.04788474683544304,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.81985,2016,5.437,5.597,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.311368822481323
Jamaica,Latin America and Caribbean,73.0,5.51,0.04788474683544304,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682,2016,5.315,5.705,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.167933462438293
Croatia,Central and Eastern Europe,74.0,5.488,0.04788474683544304,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,2016,5.402,5.574,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.625407715193554
Hong Kong,Eastern Asia,75.0,5.458,0.04788474683544304,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,0.92614,2016,5.362,5.554,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,3.612894684583306
Somalia,Sub-Saharan Africa,76.0,5.44,0.04788474683544304,0.0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,2016,5.321,5.559,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,inf
Kosovo,Central and Eastern Europe,77.0,5.401,0.04788474683544304,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,2016,5.308,5.494,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.991458206223307
Turkey,Middle East and Northern Africa,78.0,5.389,0.04788474683544304,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,2016,5.295,5.483,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.626068742917969
Indonesia,Southeastern Asia,79.0,5.314,0.04788474683544304,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,2016,5.237,5.391,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.587567294751009
Jordan,Middle East and Northern Africa,80.0,5.303,0.04788474683544304,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,2016,5.187,5.419,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.320397700480571
Azerbaijan,Central and Eastern Europe,81.0,5.291,0.04788474683544304,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,2016,5.226,5.356,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.708426401359758
Philippines,Southeastern Asia,82.0,5.279,0.04788474683544304,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,2016,5.16,5.398,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.499870716721869
China,Eastern Asia,83.0,5.245,0.04788474683544304,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,2016,5.199,5.291,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.103132905234482
Bhutan,Southern Asia,84.0,5.196,0.04788474683544304,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,2016,5.138,5.254,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.09358508267855
Kyrgyzstan,Central and Eastern Europe,85.0,5.185,0.04788474683544304,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,2016,5.103,5.267,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,9.251659410463207
Serbia,Central and Eastern Europe,86.0,5.177,0.04788474683544304,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,2016,5.083,5.271,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.00497887603082
Bosnia and Herzegovina,Central and Eastern Europe,87.0,5.163,0.04788474683544304,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,2.48406,2016,5.063,5.263,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.5288435796665345
Montenegro,Central and Eastern Europe,88.0,5.161,0.04788474683544304,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,2016,5.055,5.267,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.785882527494946
Dominican Republic,Latin America and Caribbean,89.0,5.155,0.04788474683544304,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69626,2016,5.037,5.273,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.015225660832596
Morocco,Middle East and Northern Africa,90.0,5.151,0.04788474683544304,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,2016,5.058,5.244,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.127911680030455
Hungary,Central and Eastern Europe,91.0,5.145,0.04788474683544304,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,2016,5.056,5.234,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.144447487554574
Pakistan,Southern Asia,92.0,5.132,0.04788474683544304,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,2016,5.038,5.226,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.45756800744013
Lebanon,Middle East and Northern Africa,93.0,5.129,0.04788474683544304,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,2016,5.031,5.227,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.5685324402323015
Portugal,Western Europe,94.0,5.123,0.04788474683544304,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,2016,5.03,5.216,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.0146700416121375
Macedonia,Central and Eastern Europe,95.0,5.121,0.04788474683544304,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,2016,5.017,5.225,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.024036103208084
Vietnam,Southeastern Asia,96.0,5.061,0.04788474683544304,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,2016,4.991,5.131,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.83577130353742
Somaliland Region,Sub-Saharan Africa,97.0,5.057,0.04788474683544304,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,2016,4.934,5.18,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,19.786368260427267
Tunisia,Middle East and Northern Africa,98.0,5.045,0.04788474683544304,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,2016,4.965,5.125,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.162498465064877
Greece,Western Europe,99.0,5.033,0.04788474683544304,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944,2016,4.935,5.131,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.030075428791058
Tajikistan,Central and Eastern Europe,100.0,4.996,0.04788474683544304,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,2016,4.923,5.069,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,10.230367564246954
Mongolia,Eastern Asia,101.0,4.907,0.04788474683544304,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,2016,4.838,4.976,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.96393634993374
Laos,Southeastern Asia,102.0,4.876,0.04788474683544304,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637,2016,4.742,5.01,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.166162076364599
Nigeria,Sub-Saharan Africa,103.0,4.875,0.04788474683544304,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,2016,4.75,5.0,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.481333758774729
Honduras,Latin America and Caribbean,104.0,4.871,0.04788474683544304,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,2016,4.75,4.992,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.015800313989832
Iran,Middle East and Northern Africa,105.0,4.813,0.04788474683544304,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,2016,4.703,4.923,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.306626818661751
Zambia,Sub-Saharan Africa,106.0,4.795,0.04788474683544304,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,2016,4.645,4.945,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.834711283944969
Nepal,Southern Asia,107.0,4.793,0.04788474683544304,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,2016,4.698,4.888,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,10.740375565813652
Palestinian Territories,Middle East and Northern Africa,108.0,4.754,0.04788474683544304,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,2016,4.649,4.859,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.092981618524708
Albania,Central and Eastern Europe,109.0,4.655,0.04788474683544304,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,2016,4.546,4.764,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.872814822568826
Bangladesh,Southern Asia,110.0,4.643,0.04788474683544304,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016,4.56,4.726,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.570057404433616
